5085,2
7475,2
8099,2
8332,2
4951,2
3130,2
9725,2
6670,2
3806,2
3671,2
1815,2
7312,2
3204,2
7492,2
3343,2
2296,2
5219,2
2009,2
5529,2
1214,2
2205,2
5188,2
1427,2
6606,2
1862,2
4279,2
5170,2
9422,2
2397,2
4152,2
6213,2
7910,2
4837,2
8194,2
9517,2
6939,2
1905,2
8726,2
1696,2
5555,2
4790,2
9456,2
4553,2
4280,2
6726,2
8273,2
8564,2
1478,2
2305,2
3323,2
2927,2
8197,2
2104,2
2472,2
2044,2
4710,2
2342,2
3151,2
2290,2
4461,2
8926,2
7249,2
8916,2
3127,2
6992,2
4078,2
1182,2
3974,2
5156,2
2288,2
5207,2
1784,2
1633,2
1361,2
7244,2
6040,2
4497,2
9416,2
3928,2
8132,2
8743,2
9226,2
9230,2
9922,2
7027,2
6431,2
1518,2
1881,2
6919,2
2558,2
3226,2
9956,2
5663,2
8119,2
2839,2
7560,2
3413,2
1590,2
3920,2
1850,2
8896,2
6009,2
1655,2
6329,2
8972,2
7193,2
4056,2
9142,2
3137,2
7608,2
5685,2
4542,2
8048,2
7730,2
4542,2
6124,2
1983,2
3749,2
5709,2
1341,2
5203,2
8885,2
2256,2
7597,2
1762,2
6441,2
6768,2
8325,2
9840,2
6924,2
7850,2
8558,2
7188,2
2277,2
1937,2
5769,2
5277,2
4588,2
1684,2
7379,2
6650,2
3016,2
4732,2
1423,2
9549,2
7185,2
9767,2
7003,2
7469,2
7157,2
8911,2
6838,2
4361,2
3801,2
5742,2
2803,2
7311,2
7707,2
5161,2
1278,2
7729,2
9835,2
9853,2
8748,2
1797,2
9189,2
6283,2
7701,2
5469,2
7635,2
6588,2
8612,2
9788,2
9812,2
5325,2
9996,2
7083,2
4543,2
4377,2
2256,2
9460,2
5610,2
3004,2
4459,2
6057,2
2149,2
4831,2
7549,2
6211,2
9900,2
3197,2
5713,2
9720,2
7301,2
5861,2
8520,2
3218,2
2076,2
1428,2
3457,2
6136,2
7035,2
4881,2
1771,2
6230,2
7231,2
4736,2
4336,2
7271,2
2381,2
7794,2
9693,2
3118,2
6396,2
1666,2
1605,2
2314,2
3073,2
9482,2
4848,2
4352,2
9458,2
5314,2
5714,2
8782,2
2237,2
6116,2
5041,2
4490,2
6118,2
2748,2
7939,2
3209,2
2400,2
5325,2
6280,2
7023,2
8082,2
4669,2
6389,2
2570,2
9235,2
9167,2
1514,2
7203,2
2781,2
7537,2
6790,2
3062,2
5666,2
8870,2
9191,2
8311,2
2187,2
2568,2
7746,2
9855,2
1858,2
1082,2
7456,2
6344,2
4507,2
7334,2
7130,2
8180,2
2517,2
9182,2
7844,2
7869,2
4904,2
4615,2
9532,2
8882,2
3951,2
1572,2
1042,2
7703,2
2599,2
1137,2
1588,2
8019,2
7302,2
2759,2
6956,2
6660,2
5475,2
4055,2
9014,2
1291,2
2250,2
3223,2
7851,2
4474,2
7840,2
3970,2
3362,2
8371,2
8389,2
6427,2
9366,2
2165,2
5029,2
3528,2
5466,2
1854,2
2860,2
6929,2
2642,2
4677,2
5373,2
4368,2
4764,2
5963,2
8781,2
9466,2
2168,2
1153,2
9662,2
7546,2
4692,2
8349,2
2630,2
1379,2
1804,2
4515,2
7868,2
2562,2
9491,2
7286,2
9740,2
7362,2
9582,2
6751,2
1665,2
6888,2
6616,2
8726,2
5322,2
7500,2
5079,2
8043,2
4967,2
3878,2
2296,2
5030,2
7433,2
6588,2
3385,2
5580,2
8832,2
4500,2
8201,2
3355,2
9838,2
5936,2
9117,2
1073,2
9688,2
3582,2
2308,2
1716,2
9962,2
9693,2
5944,2
6738,2
6120,2
8487,2
1935,2
2908,2
2510,2
2352,2
8882,2
9367,2
9748,2
4818,2
4824,2
7777,2
4387,2
9950,2
3171,2
6896,2
7423,2
4608,2
2994,2
5854,2
1156,2
5173,2
2367,2
4523,2
2596,2
4118,2
6136,2
4509,2
2960,2
5127,2
9971,2
9411,2
2594,2
4629,2
1934,2
4806,2
4779,2
4221,2
1837,2
1702,2
8296,2
9801,2
2427,2
4605,2
1308,2
5006,2
2627,2
9972,2
4827,2
2623,2
3648,2
4787,2
2327,2
9864,2
7980,2
9725,2
5025,2
1055,2
8424,2
7921,2
7024,2
3451,2
4438,2
9879,2
8957,2
5621,2
3080,2
6023,2
9148,2
7474,2
5320,2
9132,2
1137,2
8072,2
3312,2
7292,2
4662,2
8244,2
7310,2
3319,2
9504,2
7313,2
9078,2
1362,2
3136,2
3512,2
2608,2
7716,2
5668,2
3880,2
5335,2
6629,2
1778,2
5508,2
4433,2
4807,2
8427,2
2489,2
8041,2
2399,2
8747,2
1532,2
5530,2
8989,2
8122,2
3760,2
2494,2
7684,2
4308,2
2597,2
7932,2
3346,2
7712,2
4012,2
1873,2
9608,2
8582,2
8069,2
1263,2
6355,2
4163,2
3550,2
1357,2
5430,2
5639,2
4445,2
2493,2
6133,2
1955,2
4953,2
2386,2
7328,2
9854,2
4592,2
7455,2
7816,2
8492,2
6597,2
9123,2
2362,2
1964,2
5770,2
7195,2
7807,2
3061,2
5720,2
8416,2
2556,2
7591,2
8746,2
6381,2
6737,2
3887,2
3109,2
1870,2
6704,2
9204,2
3752,2
2803,2
9019,2
3315,2
3400,2
4361,2
4299,2
1930,2
7850,2
6841,2
2141,2
5094,2
2969,2
3059,2
2940,2
3584,2
8535,2
5456,2
5573,2
8715,2
8943,2
8462,2
6635,2
8534,2
8846,2
6277,2
3081,2
3512,2
7165,2
3978,2
3643,2
4086,2
3926,2
6288,2
8414,2
8778,2
3912,2
9439,2
4444,2
8647,2
1891,2
6298,2
1176,2
9699,2
6045,2
9842,2
6215,2
1716,2
1525,2
6372,2
8163,2
7059,2
4971,2
3088,2
1234,2
6720,2
6917,2
2012,2
9903,2
2249,2
7340,2
6192,2
2691,2
9965,2
2364,2
9130,2
8540,2
9151,2
6341,2
1723,2
3992,2
7060,2
1695,2
1021,2
6299,2
1933,2
8316,2
8591,2
1542,2
8339,2
9250,2
4680,2
6868,2
9610,2
2438,2
4451,2
3674,2
7294,2
1576,2
4336,2
9282,2
4115,2
2045,2
5243,2
4510,2
3721,2
4969,2
5303,2
5346,2
9464,2
3590,2
8032,2
1543,2
9085,2
6657,2
7572,2
7087,2
2343,2
7895,2
2115,2
8787,2
8597,2
1463,2
8956,2
3642,2
1124,2
2342,2
7705,2
8017,2
4958,2
2780,2
2954,2
9082,2
6301,2
1679,2
8535,2
6249,2
7795,2
6918,2
5524,2
3875,2
4985,2
7674,2
7705,2
4577,2
5954,2
4742,2
6878,2
6661,2
9597,2
5013,2
3581,2
6670,2
2090,2
5516,2
9142,2
4107,2
6449,2
3608,2
9190,2
3552,2
5261,2
5819,2
5426,2
8474,2
9320,2
2746,2
4118,2
4963,2
2586,2
6624,2
6955,2
1020,2
4474,2
3008,2
